State,Industry,Series ID,Month,Turnover
New South Wales,"Cafes, restaurants and catering services",A3349709X,1996 Oct,229.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,1996 Nov,226.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,1996 Dec,249.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Jan,224.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Feb,213.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Mar,224.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Apr,215.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 May,221.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Jun,207.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Jul,218.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Aug,227.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Sep,222.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Oct,227.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Nov,237.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,1997 Dec,257.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Jan,225
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Feb,188.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Mar,208.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Apr,198.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 May,228.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Jun,207.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Jul,226.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Aug,221.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Sep,228.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Oct,262.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Nov,266.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,1998 Dec,279
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Jan,287.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Feb,270
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Mar,299.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Apr,312.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 May,332.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Jun,286.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Jul,238.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Aug,247.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Sep,256.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Oct,258.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Nov,262
New South Wales,"Cafes, restaurants and catering services",A3349709X,1999 Dec,312.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Jan,271.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Feb,259.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Mar,282.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Apr,277.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 May,277.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Jun,270
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Jul,289
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Aug,289.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Sep,389.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Oct,339.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Nov,320.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2000 Dec,354.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Jan,343.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Feb,307.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Mar,350.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Apr,316.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 May,335.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Jun,296.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Jul,316.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Aug,315.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Sep,307.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Oct,306
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Nov,301.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2001 Dec,321.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Jan,266
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Feb,251.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Mar,264
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Apr,270.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 May,283.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Jun,265
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Jul,271.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Aug,283.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Sep,270
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Oct,265.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Nov,265
New South Wales,"Cafes, restaurants and catering services",A3349709X,2002 Dec,292.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Jan,272.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Feb,249.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Mar,277.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Apr,270.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 May,285.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Jun,254.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Jul,268.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Aug,298.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Sep,296
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Oct,321.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Nov,324.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2003 Dec,366.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Jan,318.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Feb,314.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Mar,342.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Apr,353.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 May,328.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Jun,296.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Jul,314.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Aug,313.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Sep,328.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Oct,323.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Nov,320.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2004 Dec,367.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Jan,314.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Feb,284.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Mar,292.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Apr,315
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 May,304.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Jun,297
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Jul,293.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Aug,278.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Sep,306.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Oct,333.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Nov,335.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2005 Dec,362.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Jan,325.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Feb,315.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Mar,356
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Apr,356.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 May,369.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Jun,362.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Jul,368.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Aug,367.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Sep,377.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Oct,408.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Nov,416.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2006 Dec,474.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Jan,408
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Feb,396.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Mar,441.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Apr,424.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 May,416.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Jun,418.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Jul,400.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Aug,437.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Sep,426.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Oct,402.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Nov,413.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2007 Dec,441.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Jan,364.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Feb,357.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Mar,366.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Apr,363.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 May,353.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Jun,343.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Jul,333.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Aug,349.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Sep,330.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Oct,357.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Nov,350.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2008 Dec,377.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Jan,365.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Feb,339
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Mar,356.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Apr,387.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 May,397.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Jun,373.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Jul,402
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Aug,419.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Sep,414.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Oct,493.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Nov,499.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2009 Dec,556.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Jan,427.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Feb,420
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Mar,468
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Apr,412.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 May,426.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Jun,407.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Jul,460.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Aug,491.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Sep,467.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Oct,451.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Nov,468.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2010 Dec,523.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Jan,464.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Feb,422.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Mar,444.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Apr,431.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 May,423.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Jun,419
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Jul,474
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Aug,484.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Sep,491.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Oct,546.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Nov,556
New South Wales,"Cafes, restaurants and catering services",A3349709X,2011 Dec,617.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Jan,531.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Feb,513.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Mar,537.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Apr,516.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 May,504.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Jun,484.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Jul,521.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Aug,528.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Sep,494.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Oct,534.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Nov,536.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2012 Dec,605.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Jan,538.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Feb,475
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Mar,487
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Apr,474.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 May,460.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Jun,433.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Jul,495.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Aug,542.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Sep,534.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Oct,587.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Nov,615.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2013 Dec,731.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Jan,638.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Feb,596.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Mar,646.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Apr,640.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 May,633.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Jun,590.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Jul,638.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Aug,627.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Sep,672.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Oct,649.8
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Nov,655.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2014 Dec,756.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Jan,652.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Feb,584
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Mar,649.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Apr,635.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 May,641
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Jun,627.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Jul,644.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Aug,667.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Sep,682.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Oct,705.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Nov,698.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2015 Dec,806.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Jan,719.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Feb,661.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Mar,668.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Apr,679.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 May,656.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Jun,618.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Jul,668.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Aug,671.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Sep,692.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Oct,696.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Nov,690
New South Wales,"Cafes, restaurants and catering services",A3349709X,2016 Dec,780.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Jan,687.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Feb,646.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Mar,680.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Apr,668.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 May,693.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Jun,682.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Jul,691.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Aug,706.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Sep,723.1
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Oct,766.4
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Nov,771.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2017 Dec,853.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Jan,753.3
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Feb,704.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Mar,747.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Apr,737.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 May,737.9
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Jun,725.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Jul,772.7
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Aug,791.6
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Sep,785.2
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Oct,770
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Nov,792.5
New South Wales,"Cafes, restaurants and catering services",A3349709X,2018 Dec,886.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Apr,147.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 May,145.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Jun,139.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Jul,142.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Aug,136.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Sep,140.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Oct,141.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Nov,148.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1982 Dec,172.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Jan,147.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Feb,141.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Mar,144.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Apr,143.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 May,145.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Jun,142.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Jul,146.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Aug,149.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Sep,150.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Oct,143.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Nov,152.3
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1983 Dec,175.5
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Jan,156.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Feb,150.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Mar,161.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Apr,157.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 May,170.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Jun,155.5
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Jul,159.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Aug,163.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Sep,157.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Oct,173.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Nov,175.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1984 Dec,193.5
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Jan,165.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Feb,149.5
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Mar,162.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Apr,167.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 May,181.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Jun,167.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Jul,184.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Aug,185.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Sep,182.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Oct,200.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Nov,208
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1985 Dec,229.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Jan,196.3
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Feb,177.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Mar,187.3
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Apr,206
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 May,223
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Jun,200.3
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Jul,215.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Aug,216
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Sep,213.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Oct,224.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Nov,228.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1986 Dec,272.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Jan,217.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Feb,201.3
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Mar,210
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Apr,214.3
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 May,222.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Jun,216.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Jul,235.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Aug,231.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Sep,234
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Oct,235.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Nov,239.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1987 Dec,280.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Jan,234.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Feb,227.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Mar,241.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Apr,230.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 May,241.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Jun,236.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Jul,253.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Aug,247.5
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Sep,242.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Oct,252.7
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Nov,274.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1988 Dec,301.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Jan,298.2
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Feb,256.5
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Mar,265.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Apr,257.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 May,265.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Jun,284.9
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Jul,282.6
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Aug,287.8
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Sep,288.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Oct,302.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Nov,312
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1989 Dec,361.1
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1990 Jan,339.4
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1990 Feb,308
New South Wales,"Cafes, restaurants and takeaway food services",A3349789K,1990 Mar,323.4
