"unique_id","ds","Takings","Occupancy","CPI"
"Western Australia",1998-10-01,87.119685,58,67.8
"Western Australia",1999-01-01,82.785724,56,67.8
"Western Australia",1999-04-01,81.38038,53,68.1
"Western Australia",1999-07-01,90.243157,59,68.7
"Western Australia",1999-10-01,94.014197,58,69.1
"Western Australia",2000-01-01,89.8012,54.5,69.7
"Western Australia",2000-04-01,88.118172,54.4,70.2
"Western Australia",2000-07-01,96.222059,53.9,72.9
"Western Australia",2000-10-01,106.138852,57.2,73.1
"Western Australia",2001-01-01,98.564335,54.4,73.9
"Western Australia",2001-04-01,90.340842,52.1,74.5
"Western Australia",2001-07-01,94.96994,54.6,74.7
"Western Australia",2001-10-01,99.15331,55,75.4
"Western Australia",2002-01-01,99.096563,54.9,76.1
"Western Australia",2002-04-01,89.018092,50.5,76.6
"Western Australia",2002-07-01,102.336909,56.4,77.1
"Western Australia",2002-10-01,111.401794,59.3,77.6
"Western Australia",2003-01-01,106.418776,56.6,78.6
"Western Australia",2003-04-01,104.182308,54.3,78.6
"Western Australia",2003-07-01,119.710423,59.7,79.1
"Western Australia",2003-10-01,123.681142,59.3,79.5
"Western Australia",2004-01-01,117.61277,57.8,80.2
"Western Australia",2004-04-01,110.705279,55.8,80.6
"Western Australia",2004-07-01,126.264956,61,80.9
"Western Australia",2004-10-01,134.1997,61.3,81.5
"Western Australia",2005-01-01,129.036637,61,82.1
"Western Australia",2005-04-01,129.485927,59.1,82.6
"Western Australia",2005-07-01,143.552727,63.5,83.4
"Western Australia",2005-10-01,151.795673,64,83.8
"Western Australia",2006-01-01,148.824047,64.7,84.5
"Western Australia",2006-04-01,146.960931,62.5,85.9
"Western Australia",2006-07-01,163.219475,65.7,86.7
"Western Australia",2006-10-01,181.034044,69.5,86.6
"Western Australia",2007-01-01,177.003323,69.9,86.6
"Western Australia",2007-04-01,172.640593,66.1,87.7
"Western Australia",2007-07-01,191.220499,70.8,88.3
"Western Australia",2007-10-01,207.320456,70.6,89.1
"Western Australia",2008-01-01,205.741297,69.6,90.3
"Western Australia",2008-04-01,208.525245,67.5,91.6
"Western Australia",2008-07-01,213.468345,68.4,92.7
"Western Australia",2008-10-01,220.15966,68.8,92.4
"Western Australia",2009-01-01,213.398466,68.1,92.5
"Western Australia",2009-04-01,197.903227,63.4,92.9
"Western Australia",2009-07-01,203.613865,63.7,93.8
"Western Australia",2009-10-01,204.105584,62.8,94.3
"Western Australia",2010-01-01,204.676549,63.2,95.2
"Western Australia",2010-04-01,204.341099,63.8,95.8
"Western Australia",2010-07-01,215.329263,65.5,96.5
"Western Australia",2010-10-01,224.225128,66.7,96.9
"Western Australia",2011-01-01,217.702938,66.1,98.3
"Western Australia",2011-04-01,227.436508,66.4,99.2
"Western Australia",2011-07-01,252.371204,70.5,99.8
"Western Australia",2011-10-01,260.606486,70.1,99.8
"Western Australia",2012-01-01,261.601416,70.2,99.9
"Western Australia",2012-04-01,253.955372,68.6,100.4
"Western Australia",2012-07-01,272.861329,70.7,101.8
"Western Australia",2012-10-01,259.586015,68.9,102
"Western Australia",2013-01-01,253.947506,66.8,102.4
"Western Australia",2013-04-01,244.873914,64.4,102.8
"Western Australia",2013-07-01,239.929121,63.1,104
"Western Australia",2013-10-01,240.247999,63.7,104.8
"Western Australia",2014-01-01,226.37599,61.8,105.4
"Western Australia",2014-04-01,227.935599,61.7,105.9
"Western Australia",2014-07-01,242.565236,62.8,106.4
"Western Australia",2014-10-01,243.030443,63.1,106.6
"Western Australia",2015-01-01,233.461397,61,106.8
"Western Australia",2015-04-01,227.836825,60.7,107.5
"Western Australia",2015-07-01,244.696476,64.1,108
"Western Australia",2015-10-01,236.90039,62.5,108.4
"Western Australia",2016-01-01,221.800333,60,108.2
"Western Australia",2016-04-01,218.614213,59.9,108.6
