unique_id,ds,y,gen_forecast,system_load,week_day
FR,2015-05-28 00:00:00,28.33,55059.0,47305.0,3
FR,2015-05-28 01:00:00,27.66,52226.0,41824.0,3
FR,2015-05-28 02:00:00,25.09,52060.0,41664.0,3
FR,2015-05-28 03:00:00,23.77,51034.0,38439.0,3
FR,2015-05-28 04:00:00,23.95,50570.0,37278.0,3
FR,2015-05-28 05:00:00,25.08,50748.0,37558.0,3
FR,2015-05-28 06:00:00,28.91,53893.0,39607.0,3
FR,2015-05-28 07:00:00,38.0,57838.0,45083.0,3
FR,2015-05-28 08:00:00,38.74,59421.0,49184.0,3
FR,2015-05-28 09:00:00,37.85,60831.0,50825.0,3
FR,2015-05-28 10:00:00,36.22,60734.0,52061.0,3
FR,2015-05-28 11:00:00,38.69,60870.0,52216.0,3
FR,2015-05-28 12:00:00,34.15,61301.0,53233.0,3
FR,2015-05-28 13:00:00,34.14,61972.0,54100.0,3
FR,2015-05-28 14:00:00,34.23,61573.0,51379.0,3
FR,2015-05-28 15:00:00,29.26,59947.0,50528.0,3
FR,2015-05-28 16:00:00,29.81,59145.0,49248.0,3
FR,2015-05-28 17:00:00,31.78,59195.0,47838.0,3
FR,2015-05-28 18:00:00,35.15,59303.0,47491.0,3
FR,2015-05-28 19:00:00,37.99,59402.0,49457.0,3
FR,2015-05-28 20:00:00,37.82,58823.0,48161.0,3
FR,2015-05-28 21:00:00,36.4,57900.0,45503.0,3
FR,2015-05-28 22:00:00,39.86,58637.0,45990.0,3
FR,2015-05-28 23:00:00,38.77,58373.0,50066.0,3
FR,2015-05-29 00:00:00,31.09,54939.0,47619.0,4
FR,2015-05-29 01:00:00,27.92,51497.0,43189.0,4
FR,2015-05-29 02:00:00,26.28,50541.0,42726.0,4
FR,2015-05-29 03:00:00,25.01,50721.0,39344.0,4
FR,2015-05-29 04:00:00,26.01,50271.0,37398.0,4
FR,2015-05-29 05:00:00,26.6,50455.0,38228.0,4
FR,2015-05-29 06:00:00,34.27,54751.0,40093.0,4
FR,2015-05-29 07:00:00,43.99,59137.0,45490.0,4
FR,2015-05-29 08:00:00,47.35,60875.0,49788.0,4
FR,2015-05-29 09:00:00,46.08,62325.0,51899.0,4
FR,2015-05-29 10:00:00,42.04,63065.0,53356.0,4
FR,2015-05-29 11:00:00,40.63,63712.0,53733.0,4
FR,2015-05-29 12:00:00,37.7,63827.0,54653.0,4
FR,2015-05-29 13:00:00,34.96,63106.0,55709.0,4
FR,2015-05-29 14:00:00,31.52,62942.0,52633.0,4
FR,2015-05-29 15:00:00,29.5,61481.0,51388.0,4
FR,2015-05-29 16:00:00,29.62,60655.0,49630.0,4
FR,2015-05-29 17:00:00,32.08,61087.0,48044.0,4
FR,2015-05-29 18:00:00,32.48,62151.0,48078.0,4
FR,2015-05-29 19:00:00,34.84,61368.0,49440.0,4
FR,2015-05-29 20:00:00,34.97,60026.0,47734.0,4
FR,2015-05-29 21:00:00,32.52,58299.0,45498.0,4
FR,2015-05-29 22:00:00,31.37,59094.0,46115.0,4
FR,2015-05-29 23:00:00,30.45,57692.0,50509.0,4
FR,2015-05-30 00:00:00,22.21,54875.0,47952.0,5
FR,2015-05-30 01:00:00,18.92,49500.0,42730.0,5
FR,2015-05-30 02:00:00,17.53,48182.0,41983.0,5
FR,2015-05-30 03:00:00,18.01,47277.0,38240.0,5
FR,2015-05-30 04:00:00,17.29,46210.0,36362.0,5
FR,2015-05-30 05:00:00,17.1,46669.0,35519.0,5
FR,2015-05-30 06:00:00,17.71,46725.0,35719.0,5
FR,2015-05-30 07:00:00,19.43,48460.0,36989.0,5
FR,2015-05-30 08:00:00,20.24,50314.0,39606.0,5
FR,2015-05-30 09:00:00,20.51,52348.0,42897.0,5
FR,2015-05-30 10:00:00,20.96,53274.0,45117.0,5
FR,2015-05-30 11:00:00,19.98,53628.0,45833.0,5
FR,2015-05-30 12:00:00,20.64,53780.0,47821.0,5
FR,2015-05-30 13:00:00,19.01,53479.0,49657.0,5
FR,2015-05-30 14:00:00,18.84,52036.0,45801.0,5
FR,2015-05-30 15:00:00,18.05,50816.0,44362.0,5
FR,2015-05-30 16:00:00,16.68,50813.0,42528.0,5
FR,2015-05-30 17:00:00,19.21,51198.0,41605.0,5
FR,2015-05-30 18:00:00,21.97,53324.0,42083.0,5
FR,2015-05-30 19:00:00,24.98,54082.0,43710.0,5
FR,2015-05-30 20:00:00,25.79,53513.0,42680.0,5
FR,2015-05-30 21:00:00,26.24,53017.0,40999.0,5
FR,2015-05-30 22:00:00,30.53,54637.0,42439.0,5
FR,2015-05-30 23:00:00,31.3,55565.0,47456.0,5
FR,2015-05-31 00:00:00,23.65,52697.0,45995.0,6
FR,2015-05-31 01:00:00,19.26,47295.0,41005.0,6
FR,2015-05-31 02:00:00,17.23,44601.0,40702.0,6
FR,2015-05-31 03:00:00,15.94,42797.0,36762.0,6
FR,2015-05-31 04:00:00,15.11,42306.0,34906.0,6
FR,2015-05-31 05:00:00,14.23,40671.0,33739.0,6
FR,2015-05-31 06:00:00,12.07,40555.0,33155.0,6
FR,2015-05-31 07:00:00,11.12,41976.0,33088.0,6
FR,2015-05-31 08:00:00,13.89,43580.0,35118.0,6
FR,2015-05-31 09:00:00,15.92,46750.0,37756.0,6
FR,2015-05-31 10:00:00,16.33,47942.0,40269.0,6
FR,2015-05-31 11:00:00,18.16,49087.0,41903.0,6
FR,2015-05-31 12:00:00,17.08,49924.0,44203.0,6
FR,2015-05-31 13:00:00,14.85,48813.0,46392.0,6
FR,2015-05-31 14:00:00,12.75,47211.0,42063.0,6
FR,2015-05-31 15:00:00,11.86,46660.0,40213.0,6
FR,2015-05-31 16:00:00,10.69,46489.0,38688.0,6
FR,2015-05-31 17:00:00,13.58,46786.0,38022.0,6
FR,2015-05-31 18:00:00,17.13,48142.0,38704.0,6
FR,2015-05-31 19:00:00,18.98,50022.0,41479.0,6
FR,2015-05-31 20:00:00,19.37,50628.0,42159.0,6
FR,2015-05-31 21:00:00,19.59,49994.0,41056.0,6
FR,2015-05-31 22:00:00,22.96,52307.0,42285.0,6
FR,2015-05-31 23:00:00,20.33,52161.0,46958.0,6
FR,2015-06-01 00:00:00,18.4,47611.0,45144.0,0
FR,2015-06-01 01:00:00,14.53,44326.0,40234.0,0
FR,2015-06-01 02:00:00,14.39,44411.0,40105.0,0
FR,2015-06-01 03:00:00,14.51,42693.0,36851.0,0
FR,2015-06-01 04:00:00,14.0,42429.0,35304.0,0
FR,2015-06-01 05:00:00,15.91,45415.0,36434.0,0
FR,2015-06-01 06:00:00,24.03,51503.0,38990.0,0
FR,2015-06-01 07:00:00,26.98,54430.0,44444.0,0
FR,2015-06-01 08:00:00,31.95,56899.0,49134.0,0
FR,2015-06-01 09:00:00,32.93,58660.0,51271.0,0
FR,2015-06-01 10:00:00,35.96,59699.0,52894.0,0
FR,2015-06-01 11:00:00,46.68,60133.0,53086.0,0
FR,2015-06-01 12:00:00,44.47,60946.0,54423.0,0
FR,2015-06-01 13:00:00,41.33,60929.0,55092.0,0
FR,2015-06-01 14:00:00,44.52,59223.0,53124.0,0
FR,2015-06-01 15:00:00,33.96,58849.0,51631.0,0
FR,2015-06-01 16:00:00,27.95,58257.0,50316.0,0
FR,2015-06-01 17:00:00,33.34,57786.0,49064.0,0
FR,2015-06-01 18:00:00,41.92,57308.0,48719.0,0
FR,2015-06-01 19:00:00,46.34,56953.0,50849.0,0
FR,2015-06-01 20:00:00,41.65,56415.0,49273.0,0
FR,2015-06-01 21:00:00,33.99,56453.0,46069.0,0
FR,2015-06-01 22:00:00,39.26,55851.0,46456.0,0
FR,2015-06-01 23:00:00,24.94,57629.0,50694.0,0
FR,2015-06-02 00:00:00,23.2,56063.0,48110.0,1
FR,2015-06-02 01:00:00,20.46,52165.0,42507.0,1
FR,2015-06-02 02:00:00,20.37,50436.0,42413.0,1
FR,2015-06-02 03:00:00,16.75,48961.0,39029.0,1
FR,2015-06-02 04:00:00,16.0,48137.0,37344.0,1
FR,2015-06-02 05:00:00,17.73,49058.0,37996.0,1
FR,2015-06-02 06:00:00,23.62,55739.0,39879.0,1
FR,2015-06-02 07:00:00,28.34,59342.0,45453.0,1
FR,2015-06-02 08:00:00,27.79,61390.0,49985.0,1
FR,2015-06-02 09:00:00,25.81,62196.0,51907.0,1
FR,2015-06-02 10:00:00,22.16,61922.0,52955.0,1
FR,2015-06-02 11:00:00,22.05,62132.0,53388.0,1
FR,2015-06-02 12:00:00,25.26,63317.0,54391.0,1
FR,2015-06-02 13:00:00,23.25,62475.0,55047.0,1
FR,2015-06-02 14:00:00,23.19,61593.0,52801.0,1
FR,2015-06-02 15:00:00,22.91,60299.0,51378.0,1
FR,2015-06-02 16:00:00,23.78,59370.0,50024.0,1
FR,2015-06-02 17:00:00,30.62,59520.0,48750.0,1
FR,2015-06-02 18:00:00,23.35,58960.0,48401.0,1
FR,2015-06-02 19:00:00,27.24,60045.0,50052.0,1
FR,2015-06-02 20:00:00,24.97,58660.0,48169.0,1
FR,2015-06-02 21:00:00,25.2,56331.0,45171.0,1
FR,2015-06-02 22:00:00,33.74,55747.0,45795.0,1
FR,2015-06-02 23:00:00,35.46,55761.0,50289.0,1
FR,2015-06-03 00:00:00,15.21,52487.0,47680.0,2
FR,2015-06-03 01:00:00,11.17,48324.0,42108.0,2
FR,2015-06-03 02:00:00,8.7,46998.0,41813.0,2
FR,2015-06-03 03:00:00,4.89,45814.0,38670.0,2
FR,2015-06-03 04:00:00,8.25,45983.0,37162.0,2
FR,2015-06-03 05:00:00,16.15,47897.0,37755.0,2
FR,2015-06-03 06:00:00,23.92,52236.0,39479.0,2
FR,2015-06-03 07:00:00,38.95,55554.0,44702.0,2
FR,2015-06-03 08:00:00,39.36,58182.0,49239.0,2
FR,2015-06-03 09:00:00,40.76,59676.0,51213.0,2
FR,2015-06-03 10:00:00,43.9,60409.0,52373.0,2
FR,2015-06-03 11:00:00,41.99,60746.0,52969.0,2
FR,2015-06-03 12:00:00,38.86,61093.0,54002.0,2
FR,2015-06-03 13:00:00,34.72,61170.0,55092.0,2
FR,2015-06-03 14:00:00,35.2,61776.0,52850.0,2
FR,2015-06-03 15:00:00,34.98,60459.0,51533.0,2
FR,2015-06-03 16:00:00,34.95,60449.0,50429.0,2
FR,2015-06-03 17:00:00,30.07,60723.0,48885.0,2
FR,2015-06-03 18:00:00,36.18,60368.0,48589.0,2
FR,2015-06-03 19:00:00,38.92,61204.0,50376.0,2
FR,2015-06-03 20:00:00,40.47,60065.0,48464.0,2
FR,2015-06-03 21:00:00,39.49,59449.0,45604.0,2
FR,2015-06-03 22:00:00,38.62,59726.0,46206.0,2
FR,2015-06-03 23:00:00,32.21,61004.0,50721.0,2
FR,2015-06-04 00:00:00,31.59,56242.0,48125.0,3
FR,2015-06-04 01:00:00,25.69,52900.0,42491.0,3
FR,2015-06-04 02:00:00,24.85,51512.0,41945.0,3
FR,2015-06-04 03:00:00,21.62,50087.0,38790.0,3
FR,2015-06-04 04:00:00,23.29,49236.0,37302.0,3
FR,2015-06-04 05:00:00,26.18,50777.0,37604.0,3
FR,2015-06-04 06:00:00,24.61,52242.0,39514.0,3
FR,2015-06-04 07:00:00,34.06,54614.0,45059.0,3
FR,2015-06-04 08:00:00,31.5,56465.0,49202.0,3
FR,2015-06-04 09:00:00,32.16,58006.0,51118.0,3
FR,2015-06-04 10:00:00,34.27,59223.0,52609.0,3
FR,2015-06-04 11:00:00,35.5,59842.0,53773.0,3
FR,2015-06-04 12:00:00,33.62,59789.0,54521.0,3
FR,2015-06-04 13:00:00,32.84,60044.0,55487.0,3
FR,2015-06-04 14:00:00,30.93,59679.0,53251.0,3
FR,2015-06-04 15:00:00,29.12,58880.0,52256.0,3
FR,2015-06-04 16:00:00,29.92,58398.0,51177.0,3
FR,2015-06-04 17:00:00,33.39,58860.0,50103.0,3
FR,2015-06-04 18:00:00,35.77,59302.0,50004.0,3
FR,2015-06-04 19:00:00,36.86,59692.0,51713.0,3
FR,2015-06-04 20:00:00,37.34,59021.0,49785.0,3
FR,2015-06-04 21:00:00,34.94,57343.0,46561.0,3
FR,2015-06-04 22:00:00,41.68,57734.0,47061.0,3
FR,2015-06-04 23:00:00,39.21,57877.0,51701.0,3
FR,2015-06-05 00:00:00,27.97,55236.0,49030.0,4
FR,2015-06-05 01:00:00,27.2,51748.0,43587.0,4
FR,2015-06-05 02:00:00,23.78,51184.0,42928.0,4
FR,2015-06-05 03:00:00,20.06,49700.0,39695.0,4
FR,2015-06-05 04:00:00,19.12,49329.0,37893.0,4
FR,2015-06-05 05:00:00,23.78,50660.0,38461.0,4
FR,2015-06-05 06:00:00,29.17,53527.0,40010.0,4
FR,2015-06-05 07:00:00,41.38,57550.0,45191.0,4
FR,2015-06-05 08:00:00,48.01,60038.0,49587.0,4
FR,2015-06-05 09:00:00,48.91,61976.0,51951.0,4
FR,2015-06-05 10:00:00,52.11,62882.0,53623.0,4
FR,2015-06-05 11:00:00,54.0,63390.0,54386.0,4
FR,2015-06-05 12:00:00,51.31,63396.0,55604.0,4
FR,2015-06-05 13:00:00,50.05,62729.0,56492.0,4
FR,2015-06-05 14:00:00,53.05,62329.0,53997.0,4
FR,2015-06-05 15:00:00,54.93,61501.0,53181.0,4
FR,2015-06-05 16:00:00,45.76,61058.0,52057.0,4
FR,2015-06-05 17:00:00,41.67,60875.0,50622.0,4
FR,2015-06-05 18:00:00,39.96,61589.0,50642.0,4
FR,2015-06-05 19:00:00,42.79,61445.0,51285.0,4
FR,2015-06-05 20:00:00,34.17,59246.0,49534.0,4
FR,2015-06-05 21:00:00,34.33,57985.0,46636.0,4
FR,2015-06-05 22:00:00,39.91,58834.0,47016.0,4
FR,2015-06-05 23:00:00,34.01,58678.0,52070.0,4
FR,2015-06-06 00:00:00,29.88,53884.0,48993.0,5
FR,2015-06-06 01:00:00,24.9,50011.0,42981.0,5
FR,2015-06-06 02:00:00,24.42,48393.0,42075.0,5
FR,2015-06-06 03:00:00,22.29,47716.0,38493.0,5
FR,2015-06-06 04:00:00,20.55,45916.0,36689.0,5
FR,2015-06-06 05:00:00,19.42,45307.0,35725.0,5
FR,2015-06-06 06:00:00,20.85,46291.0,35427.0,5
FR,2015-06-06 07:00:00,23.95,49124.0,36533.0,5
FR,2015-06-06 08:00:00,24.77,51080.0,39244.0,5
FR,2015-06-06 09:00:00,26.21,53022.0,42924.0,5
FR,2015-06-06 10:00:00,25.07,53048.0,45436.0,5
FR,2015-06-06 11:00:00,24.72,53016.0,46343.0,5
FR,2015-06-06 12:00:00,23.85,53626.0,48703.0,5
FR,2015-06-06 13:00:00,21.72,53187.0,50357.0,5
FR,2015-06-06 14:00:00,20.18,51341.0,46999.0,5
FR,2015-06-06 15:00:00,19.81,50392.0,45802.0,5
FR,2015-06-06 16:00:00,20.71,51268.0,44342.0,5
FR,2015-06-06 17:00:00,23.07,51853.0,43465.0,5
FR,2015-06-06 18:00:00,26.5,53768.0,43859.0,5
FR,2015-06-06 19:00:00,30.93,54567.0,44807.0,5
FR,2015-06-06 20:00:00,32.05,53995.0,43701.0,5
FR,2015-06-06 21:00:00,31.39,53378.0,41610.0,5
FR,2015-06-06 22:00:00,35.2,54238.0,42840.0,5
FR,2015-06-06 23:00:00,33.18,55686.0,48435.0,5
FR,2015-06-07 00:00:00,23.87,51346.0,46378.0,6
FR,2015-06-07 01:00:00,20.0,47432.0,41207.0,6
FR,2015-06-07 02:00:00,17.35,44418.0,40694.0,6
FR,2015-06-07 03:00:00,15.67,42674.0,36770.0,6
FR,2015-06-07 04:00:00,15.26,40715.0,34752.0,6
FR,2015-06-07 05:00:00,14.21,39904.0,33683.0,6
FR,2015-06-07 06:00:00,13.13,40051.0,32689.0,6
FR,2015-06-07 07:00:00,12.02,41131.0,32853.0,6
FR,2015-06-07 08:00:00,13.0,41778.0,34918.0,6
FR,2015-06-07 09:00:00,16.89,43181.0,38191.0,6
FR,2015-06-07 10:00:00,14.66,44497.0,41179.0,6
FR,2015-06-07 11:00:00,17.03,45641.0,42962.0,6
FR,2015-06-07 12:00:00,17.65,48297.0,45620.0,6
FR,2015-06-07 13:00:00,17.12,48456.0,47265.0,6
FR,2015-06-07 14:00:00,15.38,46669.0,43311.0,6
FR,2015-06-07 15:00:00,12.45,45002.0,41931.0,6
FR,2015-06-07 16:00:00,13.58,45367.0,40758.0,6
FR,2015-06-07 17:00:00,16.66,47521.0,39744.0,6
FR,2015-06-07 18:00:00,22.03,50388.0,40733.0,6
FR,2015-06-07 19:00:00,21.83,52346.0,42514.0,6
FR,2015-06-07 20:00:00,25.19,52712.0,43162.0,6
FR,2015-06-07 21:00:00,24.34,52508.0,41833.0,6
FR,2015-06-07 22:00:00,32.39,53909.0,42871.0,6
FR,2015-06-07 23:00:00,29.95,55109.0,48062.0,6
FR,2015-06-08 00:00:00,24.29,52006.0,45652.0,0
FR,2015-06-08 01:00:00,21.53,49599.0,40104.0,0
FR,2015-06-08 02:00:00,18.94,49242.0,40091.0,0
FR,2015-06-08 03:00:00,16.18,47387.0,36565.0,0
FR,2015-06-08 04:00:00,15.13,47319.0,34925.0,0
FR,2015-06-08 05:00:00,18.1,49752.0,36168.0,0
FR,2015-06-08 06:00:00,31.54,53653.0,38416.0,0
FR,2015-06-08 07:00:00,38.89,58034.0,44101.0,0
FR,2015-06-08 08:00:00,45.51,60197.0,48827.0,0
FR,2015-06-08 09:00:00,48.08,62043.0,51537.0,0
FR,2015-06-08 10:00:00,42.67,63488.0,53186.0,0
FR,2015-06-08 11:00:00,45.98,63977.0,53718.0,0
FR,2015-06-08 12:00:00,40.52,63454.0,55043.0,0
FR,2015-06-08 13:00:00,40.25,63693.0,55671.0,0
FR,2015-06-08 14:00:00,36.31,63589.0,54270.0,0
FR,2015-06-08 15:00:00,32.78,62653.0,52817.0,0
FR,2015-06-08 16:00:00,31.56,61850.0,51708.0,0
FR,2015-06-08 17:00:00,32.92,61931.0,50434.0,0
FR,2015-06-08 18:00:00,34.73,61414.0,49832.0,0
FR,2015-06-08 19:00:00,36.97,61724.0,51412.0,0
FR,2015-06-08 20:00:00,34.97,60535.0,49378.0,0
FR,2015-06-08 21:00:00,33.99,59370.0,46002.0,0
FR,2015-06-08 22:00:00,36.4,59418.0,46020.0,0
FR,2015-06-08 23:00:00,33.27,60145.0,50956.0,0
FR,2015-06-09 00:00:00,25.01,57440.0,48078.0,1
FR,2015-06-09 01:00:00,20.88,54216.0,42263.0,1
FR,2015-06-09 02:00:00,19.05,53795.0,42163.0,1
FR,2015-06-09 03:00:00,17.94,50811.0,38603.0,1
FR,2015-06-09 04:00:00,17.34,50220.0,36977.0,1
FR,2015-06-09 05:00:00,21.65,52638.0,37829.0,1
FR,2015-06-09 06:00:00,18.76,55154.0,39626.0,1
FR,2015-06-09 07:00:00,29.15,59271.0,45497.0,1
FR,2015-06-09 08:00:00,41.62,61609.0,50016.0,1
FR,2015-06-09 09:00:00,42.75,62970.0,52364.0,1
FR,2015-06-09 10:00:00,41.66,63723.0,53610.0,1
FR,2015-06-09 11:00:00,47.01,64394.0,54303.0,1
FR,2015-06-09 12:00:00,44.94,63760.0,55420.0,1
FR,2015-06-09 13:00:00,43.42,63425.0,55868.0,1
FR,2015-06-09 14:00:00,44.2,62993.0,53946.0,1
FR,2015-06-09 15:00:00,40.35,62138.0,52758.0,1
FR,2015-06-09 16:00:00,36.75,61840.0,51497.0,1
FR,2015-06-09 17:00:00,35.04,62287.0,50203.0,1
FR,2015-06-09 18:00:00,36.13,62386.0,50093.0,1
FR,2015-06-09 19:00:00,38.1,62683.0,51315.0,1
FR,2015-06-09 20:00:00,38.16,61744.0,49183.0,1
FR,2015-06-09 21:00:00,35.29,59833.0,45918.0,1
FR,2015-06-09 22:00:00,34.91,60107.0,46065.0,1
FR,2015-06-09 23:00:00,33.14,60476.0,51067.0,1
FR,2015-06-10 00:00:00,27.99,56404.0,48173.0,2
FR,2015-06-10 01:00:00,25.59,54123.0,42462.0,2
FR,2015-06-10 02:00:00,24.59,53721.0,42240.0,2
FR,2015-06-10 03:00:00,22.09,52093.0,38860.0,2
FR,2015-06-10 04:00:00,21.23,52368.0,37373.0,2
FR,2015-06-10 05:00:00,22.79,53224.0,37948.0,2
FR,2015-06-10 06:00:00,30.32,54494.0,39741.0,2
FR,2015-06-10 07:00:00,41.02,58308.0,45047.0,2
FR,2015-06-10 08:00:00,40.59,61103.0,49699.0,2
FR,2015-06-10 09:00:00,35.77,62628.0,51932.0,2
FR,2015-06-10 10:00:00,34.66,63148.0,53117.0,2
FR,2015-06-10 11:00:00,33.97,63755.0,53953.0,2
FR,2015-06-10 12:00:00,34.44,63660.0,54910.0,2
FR,2015-06-10 13:00:00,34.05,63393.0,55763.0,2
FR,2015-06-10 14:00:00,32.67,63356.0,53837.0,2
FR,2015-06-10 15:00:00,31.61,62304.0,52580.0,2
FR,2015-06-10 16:00:00,32.94,61400.0,51293.0,2
FR,2015-06-10 17:00:00,34.96,61355.0,49795.0,2
FR,2015-06-10 18:00:00,38.46,61340.0,49673.0,2
FR,2015-06-10 19:00:00,39.7,62591.0,50946.0,2
FR,2015-06-10 20:00:00,37.08,61448.0,48733.0,2
FR,2015-06-10 21:00:00,35.13,59874.0,45651.0,2
FR,2015-06-10 22:00:00,35.92,58911.0,45999.0,2
FR,2015-06-10 23:00:00,29.95,60199.0,50812.0,2
FR,2015-06-11 00:00:00,28.31,57180.0,47884.0,3
FR,2015-06-11 01:00:00,25.98,54298.0,42716.0,3
FR,2015-06-11 02:00:00,25.91,53626.0,42370.0,3
FR,2015-06-11 03:00:00,22.92,52710.0,38955.0,3
FR,2015-06-11 04:00:00,23.95,52263.0,37483.0,3
FR,2015-06-11 05:00:00,26.69,53113.0,37832.0,3
FR,2015-06-11 06:00:00,31.52,55617.0,39327.0,3
FR,2015-06-11 07:00:00,41.21,58979.0,44741.0,3
FR,2015-06-11 08:00:00,44.32,61272.0,49050.0,3
FR,2015-06-11 09:00:00,43.13,62284.0,51432.0,3
FR,2015-06-11 10:00:00,41.92,63036.0,52858.0,3
FR,2015-06-11 11:00:00,42.88,63449.0,54028.0,3
FR,2015-06-11 12:00:00,40.18,63070.0,54990.0,3
FR,2015-06-11 13:00:00,39.76,63137.0,55848.0,3
FR,2015-06-11 14:00:00,38.62,62806.0,53886.0,3
FR,2015-06-11 15:00:00,41.53,61916.0,53185.0,3
FR,2015-06-11 16:00:00,40.48,61065.0,52157.0,3
FR,2015-06-11 17:00:00,43.28,61244.0,50620.0,3
FR,2015-06-11 18:00:00,42.91,61743.0,50968.0,3
FR,2015-06-11 19:00:00,44.96,62237.0,52120.0,3
FR,2015-06-11 20:00:00,41.79,61145.0,49915.0,3
FR,2015-06-11 21:00:00,41.19,59131.0,46452.0,3
FR,2015-06-11 22:00:00,40.96,59393.0,46614.0,3
FR,2015-06-11 23:00:00,33.39,59276.0,51754.0,3
FR,2015-06-12 00:00:00,30.03,56609.0,48585.0,4
FR,2015-06-12 01:00:00,29.46,53498.0,43038.0,4
FR,2015-06-12 02:00:00,26.88,53314.0,42703.0,4
FR,2015-06-12 03:00:00,25.88,52338.0,39424.0,4
FR,2015-06-12 04:00:00,24.25,52491.0,37670.0,4
FR,2015-06-12 05:00:00,26.54,52779.0,38241.0,4
FR,2015-06-12 06:00:00,31.48,55317.0,39689.0,4
FR,2015-06-12 07:00:00,39.62,59254.0,44796.0,4
FR,2015-06-12 08:00:00,42.36,60900.0,49434.0,4
FR,2015-06-12 09:00:00,44.45,61772.0,51769.0,4
FR,2015-06-12 10:00:00,42.8,61958.0,53337.0,4
FR,2015-06-12 11:00:00,42.79,62595.0,53951.0,4
FR,2015-06-12 12:00:00,38.16,62503.0,55234.0,4
FR,2015-06-12 13:00:00,39.36,62132.0,55982.0,4
FR,2015-06-12 14:00:00,38.6,61233.0,53502.0,4
FR,2015-06-12 15:00:00,34.85,60356.0,52455.0,4
FR,2015-06-12 16:00:00,35.04,60044.0,50958.0,4
FR,2015-06-12 17:00:00,36.33,61394.0,49400.0,4
FR,2015-06-12 18:00:00,40.72,62708.0,49393.0,4
FR,2015-06-12 19:00:00,36.79,62376.0,49950.0,4
FR,2015-06-12 20:00:00,36.08,60335.0,47994.0,4
FR,2015-06-12 21:00:00,36.21,59001.0,44999.0,4
FR,2015-06-12 22:00:00,41.02,59722.0,45319.0,4
FR,2015-06-12 23:00:00,42.48,59126.0,50346.0,4
FR,2015-06-13 00:00:00,27.3,57330.0,47480.0,5
FR,2015-06-13 01:00:00,26.59,54378.0,41895.0,5
FR,2015-06-13 02:00:00,25.09,52514.0,41367.0,5
FR,2015-06-13 03:00:00,23.52,51411.0,37519.0,5
FR,2015-06-13 04:00:00,23.08,50275.0,35559.0,5
FR,2015-06-13 05:00:00,23.58,49948.0,34893.0,5
FR,2015-06-13 06:00:00,19.45,50197.0,34526.0,5
FR,2015-06-13 07:00:00,20.93,51994.0,35812.0,5
FR,2015-06-13 08:00:00,27.97,53672.0,38578.0,5
FR,2015-06-13 09:00:00,30.61,55617.0,41894.0,5
FR,2015-06-13 10:00:00,29.63,56151.0,44234.0,5
FR,2015-06-13 11:00:00,29.49,55603.0,44972.0,5
FR,2015-06-13 12:00:00,28.84,54994.0,47309.0,5
FR,2015-06-13 13:00:00,26.08,54258.0,48783.0,5
FR,2015-06-13 14:00:00,23.5,53112.0,45402.0,5
FR,2015-06-13 15:00:00,21.99,52683.0,44089.0,5
FR,2015-06-13 16:00:00,21.82,52309.0,42753.0,5
FR,2015-06-13 17:00:00,23.33,52987.0,41881.0,5
FR,2015-06-13 18:00:00,27.59,54310.0,42322.0,5
FR,2015-06-13 19:00:00,29.63,55575.0,43443.0,5
FR,2015-06-13 20:00:00,29.73,55637.0,42368.0,5
FR,2015-06-13 21:00:00,29.05,55198.0,40100.0,5
FR,2015-06-13 22:00:00,31.43,55776.0,41239.0,5
FR,2015-06-13 23:00:00,27.07,57516.0,46732.0,5
FR,2015-06-14 00:00:00,20.15,52303.0,44749.0,6
FR,2015-06-14 01:00:00,18.47,48924.0,39747.0,6
FR,2015-06-14 02:00:00,18.48,47558.0,39254.0,6
FR,2015-06-14 03:00:00,15.21,45230.0,35407.0,6
FR,2015-06-14 04:00:00,13.38,43505.0,33420.0,6
FR,2015-06-14 05:00:00,10.24,43252.0,32485.0,6
FR,2015-06-14 06:00:00,10.24,42739.0,31553.0,6
FR,2015-06-14 07:00:00,14.53,42983.0,31760.0,6
FR,2015-06-14 08:00:00,15.66,44344.0,33608.0,6
FR,2015-06-14 09:00:00,16.64,45312.0,36429.0,6
FR,2015-06-14 10:00:00,19.23,47833.0,39325.0,6
FR,2015-06-14 11:00:00,20.44,48366.0,40962.0,6
FR,2015-06-14 12:00:00,20.87,50123.0,43664.0,6
FR,2015-06-14 13:00:00,19.97,49928.0,45165.0,6
FR,2015-06-14 14:00:00,16.93,48159.0,41296.0,6
FR,2015-06-14 15:00:00,13.93,47462.0,39960.0,6
FR,2015-06-14 16:00:00,14.59,47432.0,38706.0,6
FR,2015-06-14 17:00:00,18.02,48701.0,37937.0,6
FR,2015-06-14 18:00:00,24.85,52127.0,38648.0,6
FR,2015-06-14 19:00:00,27.06,54276.0,40722.0,6
FR,2015-06-14 20:00:00,27.31,54502.0,41435.0,6
FR,2015-06-14 21:00:00,27.73,53994.0,40110.0,6
FR,2015-06-14 22:00:00,31.97,55477.0,40934.0,6
FR,2015-06-14 23:00:00,27.04,55566.0,45983.0,6
FR,2015-06-15 00:00:00,22.87,52518.0,43761.0,0
FR,2015-06-15 01:00:00,20.01,49264.0,38736.0,0
FR,2015-06-15 02:00:00,17.34,48662.0,38548.0,0
FR,2015-06-15 03:00:00,16.35,47711.0,35436.0,0
