,ds,State,Gender,Legal,Indigenous,y
498,2009Q2,TAS,Female,Remanded,ATSI,2
499,2009Q3,TAS,Female,Remanded,ATSI,1
500,2009Q4,TAS,Female,Remanded,ATSI,1
501,2010Q1,TAS,Female,Remanded,ATSI,2
502,2010Q2,TAS,Female,Remanded,ATSI,3
503,2010Q3,TAS,Female,Remanded,ATSI,2
504,2010Q4,TAS,Female,Remanded,ATSI,2
505,2011Q1,TAS,Female,Remanded,ATSI,1
506,2011Q2,TAS,Female,Remanded,ATSI,1
507,2011Q3,TAS,Female,Remanded,ATSI,2
508,2011Q4,TAS,Female,Remanded,ATSI,2
509,2012Q1,TAS,Female,Remanded,ATSI,4
510,2012Q2,TAS,Female,Remanded,ATSI,4
511,2012Q3,TAS,Female,Remanded,ATSI,3
512,2012Q4,TAS,Female,Remanded,ATSI,2
513,2013Q1,TAS,Female,Remanded,ATSI,1
514,2013Q2,TAS,Female,Remanded,ATSI,1
515,2013Q3,TAS,Female,Remanded,ATSI,1
516,2013Q4,TAS,Female,Remanded,ATSI,2
517,2014Q1,TAS,Female,Remanded,ATSI,2
518,2014Q2,TAS,Female,Remanded,ATSI,3
519,2014Q3,TAS,Female,Remanded,ATSI,1
520,2014Q4,TAS,Female,Remanded,ATSI,2
521,2015Q1,TAS,Female,Remanded,ATSI,2
522,2015Q2,TAS,Female,Remanded,ATSI,3
523,2015Q3,TAS,Female,Remanded,ATSI,4
524,2015Q4,TAS,Female,Remanded,ATSI,4
525,2016Q1,TAS,Female,Remanded,ATSI,4
526,2016Q2,TAS,Female,Remanded,ATSI,3
527,2016Q3,TAS,Female,Remanded,ATSI,5
528,2016Q4,TAS,Female,Remanded,ATSI,2
529,2005Q1,TAS,Female,Remanded,Non-ATSI,8
530,2005Q2,TAS,Female,Remanded,Non-ATSI,6
531,2005Q3,TAS,Female,Remanded,Non-ATSI,7
532,2005Q4,TAS,Female,Remanded,Non-ATSI,10
533,2006Q1,TAS,Female,Remanded,Non-ATSI,7
534,2006Q2,TAS,Female,Remanded,Non-ATSI,7
535,2006Q3,TAS,Female,Remanded,Non-ATSI,11
536,2006Q4,TAS,Female,Remanded,Non-ATSI,8
537,2007Q1,TAS,Female,Remanded,Non-ATSI,7
538,2007Q2,TAS,Female,Remanded,Non-ATSI,6
539,2007Q3,TAS,Female,Remanded,Non-ATSI,6
540,2007Q4,TAS,Female,Remanded,Non-ATSI,7
541,2008Q1,TAS,Female,Remanded,Non-ATSI,6
542,2008Q2,TAS,Female,Remanded,Non-ATSI,10
543,2008Q3,TAS,Female,Remanded,Non-ATSI,8
544,2008Q4,TAS,Female,Remanded,Non-ATSI,6
545,2009Q1,TAS,Female,Remanded,Non-ATSI,9
546,2009Q2,TAS,Female,Remanded,Non-ATSI,9
547,2009Q3,TAS,Female,Remanded,Non-ATSI,9
548,2009Q4,TAS,Female,Remanded,Non-ATSI,8
549,2010Q1,TAS,Female,Remanded,Non-ATSI,6
550,2010Q2,TAS,Female,Remanded,Non-ATSI,8
551,2010Q3,TAS,Female,Remanded,Non-ATSI,6
552,2010Q4,TAS,Female,Remanded,Non-ATSI,4
553,2011Q1,TAS,Female,Remanded,Non-ATSI,5
554,2011Q2,TAS,Female,Remanded,Non-ATSI,6
555,2011Q3,TAS,Female,Remanded,Non-ATSI,7
556,2011Q4,TAS,Female,Remanded,Non-ATSI,4
557,2012Q1,TAS,Female,Remanded,Non-ATSI,8
558,2012Q2,TAS,Female,Remanded,Non-ATSI,3
559,2012Q3,TAS,Female,Remanded,Non-ATSI,5
560,2012Q4,TAS,Female,Remanded,Non-ATSI,5
561,2013Q1,TAS,Female,Remanded,Non-ATSI,5
562,2013Q2,TAS,Female,Remanded,Non-ATSI,6
563,2013Q3,TAS,Female,Remanded,Non-ATSI,4
564,2013Q4,TAS,Female,Remanded,Non-ATSI,4
565,2014Q1,TAS,Female,Remanded,Non-ATSI,2
566,2014Q2,TAS,Female,Remanded,Non-ATSI,1
567,2014Q3,TAS,Female,Remanded,Non-ATSI,3
568,2014Q4,TAS,Female,Remanded,Non-ATSI,5
569,2015Q1,TAS,Female,Remanded,Non-ATSI,6
570,2015Q2,TAS,Female,Remanded,Non-ATSI,4
571,2015Q3,TAS,Female,Remanded,Non-ATSI,8
572,2015Q4,TAS,Female,Remanded,Non-ATSI,9
573,2016Q1,TAS,Female,Remanded,Non-ATSI,10
574,2016Q2,TAS,Female,Remanded,Non-ATSI,12
575,2016Q3,TAS,Female,Remanded,Non-ATSI,8
576,2016Q4,TAS,Female,Remanded,Non-ATSI,8
577,2005Q1,VIC,Female,Remanded,ATSI,4
578,2005Q2,VIC,Female,Remanded,ATSI,2
579,2005Q3,VIC,Female,Remanded,ATSI,6
580,2005Q4,VIC,Female,Remanded,ATSI,5
581,2006Q1,VIC,Female,Remanded,ATSI,4
582,2006Q2,VIC,Female,Remanded,ATSI,5
583,2006Q3,VIC,Female,Remanded,ATSI,3
584,2006Q4,VIC,Female,Remanded,ATSI,2
585,2007Q1,VIC,Female,Remanded,ATSI,3
586,2007Q2,VIC,Female,Remanded,ATSI,4
587,2007Q3,VIC,Female,Remanded,ATSI,3
588,2007Q4,VIC,Female,Remanded,ATSI,3
589,2008Q1,VIC,Female,Remanded,ATSI,5
590,2008Q2,VIC,Female,Remanded,ATSI,5
591,2008Q3,VIC,Female,Remanded,ATSI,7
592,2008Q4,VIC,Female,Remanded,ATSI,6
593,2009Q1,VIC,Female,Remanded,ATSI,7
594,2009Q2,VIC,Female,Remanded,ATSI,6
595,2009Q3,VIC,Female,Remanded,ATSI,6
596,2009Q4,VIC,Female,Remanded,ATSI,9
597,2010Q1,VIC,Female,Remanded,ATSI,5
598,2010Q2,VIC,Female,Remanded,ATSI,8
599,2010Q3,VIC,Female,Remanded,ATSI,7
600,2010Q4,VIC,Female,Remanded,ATSI,7
601,2011Q1,VIC,Female,Remanded,ATSI,6
602,2011Q2,VIC,Female,Remanded,ATSI,5
603,2011Q3,VIC,Female,Remanded,ATSI,6
604,2011Q4,VIC,Female,Remanded,ATSI,9
605,2012Q1,VIC,Female,Remanded,ATSI,10
606,2012Q2,VIC,Female,Remanded,ATSI,11
607,2012Q3,VIC,Female,Remanded,ATSI,10
608,2012Q4,VIC,Female,Remanded,ATSI,10
609,2013Q1,VIC,Female,Remanded,ATSI,11
610,2013Q2,VIC,Female,Remanded,ATSI,12
611,2013Q3,VIC,Female,Remanded,ATSI,10
612,2013Q4,VIC,Female,Remanded,ATSI,14
613,2014Q1,VIC,Female,Remanded,ATSI,10
614,2014Q2,VIC,Female,Remanded,ATSI,13
615,2014Q3,VIC,Female,Remanded,ATSI,19
616,2014Q4,VIC,Female,Remanded,ATSI,19
617,2015Q1,VIC,Female,Remanded,ATSI,16
618,2015Q2,VIC,Female,Remanded,ATSI,15
619,2015Q3,VIC,Female,Remanded,ATSI,13
620,2015Q4,VIC,Female,Remanded,ATSI,14
621,2016Q1,VIC,Female,Remanded,ATSI,19
622,2016Q2,VIC,Female,Remanded,ATSI,20
623,2016Q3,VIC,Female,Remanded,ATSI,19
624,2016Q4,VIC,Female,Remanded,ATSI,21
625,2005Q1,VIC,Female,Remanded,Non-ATSI,58
626,2005Q2,VIC,Female,Remanded,Non-ATSI,57
627,2005Q3,VIC,Female,Remanded,Non-ATSI,53
628,2005Q4,VIC,Female,Remanded,Non-ATSI,49
629,2006Q1,VIC,Female,Remanded,Non-ATSI,46
630,2006Q2,VIC,Female,Remanded,Non-ATSI,42
631,2006Q3,VIC,Female,Remanded,Non-ATSI,45
632,2006Q4,VIC,Female,Remanded,Non-ATSI,43
633,2007Q1,VIC,Female,Remanded,Non-ATSI,48
634,2007Q2,VIC,Female,Remanded,Non-ATSI,50
635,2007Q3,VIC,Female,Remanded,Non-ATSI,51
636,2007Q4,VIC,Female,Remanded,Non-ATSI,47
637,2008Q1,VIC,Female,Remanded,Non-ATSI,46
638,2008Q2,VIC,Female,Remanded,Non-ATSI,57
639,2008Q3,VIC,Female,Remanded,Non-ATSI,54
640,2008Q4,VIC,Female,Remanded,Non-ATSI,58
641,2009Q1,VIC,Female,Remanded,Non-ATSI,63
642,2009Q2,VIC,Female,Remanded,Non-ATSI,71
643,2009Q3,VIC,Female,Remanded,Non-ATSI,71
644,2009Q4,VIC,Female,Remanded,Non-ATSI,67
645,2010Q1,VIC,Female,Remanded,Non-ATSI,64
646,2010Q2,VIC,Female,Remanded,Non-ATSI,62
647,2010Q3,VIC,Female,Remanded,Non-ATSI,63
648,2010Q4,VIC,Female,Remanded,Non-ATSI,62
649,2011Q1,VIC,Female,Remanded,Non-ATSI,65
650,2011Q2,VIC,Female,Remanded,Non-ATSI,68
651,2011Q3,VIC,Female,Remanded,Non-ATSI,61
652,2011Q4,VIC,Female,Remanded,Non-ATSI,66
653,2012Q1,VIC,Female,Remanded,Non-ATSI,69
654,2012Q2,VIC,Female,Remanded,Non-ATSI,70
655,2012Q3,VIC,Female,Remanded,Non-ATSI,75
656,2012Q4,VIC,Female,Remanded,Non-ATSI,83
657,2013Q1,VIC,Female,Remanded,Non-ATSI,80
658,2013Q2,VIC,Female,Remanded,Non-ATSI,76
659,2013Q3,VIC,Female,Remanded,Non-ATSI,89
660,2013Q4,VIC,Female,Remanded,Non-ATSI,98
661,2014Q1,VIC,Female,Remanded,Non-ATSI,98
662,2014Q2,VIC,Female,Remanded,Non-ATSI,91
663,2014Q3,VIC,Female,Remanded,Non-ATSI,79
664,2014Q4,VIC,Female,Remanded,Non-ATSI,104
665,2015Q1,VIC,Female,Remanded,Non-ATSI,116
666,2015Q2,VIC,Female,Remanded,Non-ATSI,119
667,2015Q3,VIC,Female,Remanded,Non-ATSI,122
668,2015Q4,VIC,Female,Remanded,Non-ATSI,132
669,2016Q1,VIC,Female,Remanded,Non-ATSI,139
670,2016Q2,VIC,Female,Remanded,Non-ATSI,138
671,2016Q3,VIC,Female,Remanded,Non-ATSI,151
672,2016Q4,VIC,Female,Remanded,Non-ATSI,154
673,2005Q1,WA,Female,Remanded,ATSI,34
674,2005Q2,WA,Female,Remanded,ATSI,24
675,2005Q3,WA,Female,Remanded,ATSI,28
676,2005Q4,WA,Female,Remanded,ATSI,19
677,2006Q1,WA,Female,Remanded,ATSI,29
678,2006Q2,WA,Female,Remanded,ATSI,31
679,2006Q3,WA,Female,Remanded,ATSI,29
680,2006Q4,WA,Female,Remanded,ATSI,36
681,2007Q1,WA,Female,Remanded,ATSI,40
682,2007Q2,WA,Female,Remanded,ATSI,43
683,2007Q3,WA,Female,Remanded,ATSI,22
684,2007Q4,WA,Female,Remanded,ATSI,23
685,2008Q1,WA,Female,Remanded,ATSI,37
686,2008Q2,WA,Female,Remanded,ATSI,28
687,2008Q3,WA,Female,Remanded,ATSI,34
688,2008Q4,WA,Female,Remanded,ATSI,36
689,2009Q1,WA,Female,Remanded,ATSI,40
690,2009Q2,WA,Female,Remanded,ATSI,31
691,2009Q3,WA,Female,Remanded,ATSI,35
692,2009Q4,WA,Female,Remanded,ATSI,32
693,2010Q1,WA,Female,Remanded,ATSI,43
694,2010Q2,WA,Female,Remanded,ATSI,48
695,2010Q3,WA,Female,Remanded,ATSI,39
696,2010Q4,WA,Female,Remanded,ATSI,32
697,2011Q1,WA,Female,Remanded,ATSI,37
698,2011Q2,WA,Female,Remanded,ATSI,38
699,2011Q3,WA,Female,Remanded,ATSI,32
700,2011Q4,WA,Female,Remanded,ATSI,47
701,2012Q1,WA,Female,Remanded,ATSI,51
702,2012Q2,WA,Female,Remanded,ATSI,55
703,2012Q3,WA,Female,Remanded,ATSI,52
704,2012Q4,WA,Female,Remanded,ATSI,54
705,2013Q1,WA,Female,Remanded,ATSI,56
706,2013Q2,WA,Female,Remanded,ATSI,57
707,2013Q3,WA,Female,Remanded,ATSI,53
708,2013Q4,WA,Female,Remanded,ATSI,54
709,2014Q1,WA,Female,Remanded,ATSI,58
710,2014Q2,WA,Female,Remanded,ATSI,70
711,2014Q3,WA,Female,Remanded,ATSI,81
712,2014Q4,WA,Female,Remanded,ATSI,86
713,2015Q1,WA,Female,Remanded,ATSI,87
714,2015Q2,WA,Female,Remanded,ATSI,78
715,2015Q3,WA,Female,Remanded,ATSI,76
716,2015Q4,WA,Female,Remanded,ATSI,78
717,2016Q1,WA,Female,Remanded,ATSI,81
718,2016Q2,WA,Female,Remanded,ATSI,102
719,2016Q3,WA,Female,Remanded,ATSI,110
720,2016Q4,WA,Female,Remanded,ATSI,108
721,2005Q1,WA,Female,Remanded,Non-ATSI,27
722,2005Q2,WA,Female,Remanded,Non-ATSI,28
723,2005Q3,WA,Female,Remanded,Non-ATSI,21
724,2005Q4,WA,Female,Remanded,Non-ATSI,24
725,2006Q1,WA,Female,Remanded,Non-ATSI,24
726,2006Q2,WA,Female,Remanded,Non-ATSI,22
727,2006Q3,WA,Female,Remanded,Non-ATSI,28
728,2006Q4,WA,Female,Remanded,Non-ATSI,32
729,2007Q1,WA,Female,Remanded,Non-ATSI,32
730,2007Q2,WA,Female,Remanded,Non-ATSI,33
731,2007Q3,WA,Female,Remanded,Non-ATSI,39
732,2007Q4,WA,Female,Remanded,Non-ATSI,31
733,2008Q1,WA,Female,Remanded,Non-ATSI,27
734,2008Q2,WA,Female,Remanded,Non-ATSI,28
735,2008Q3,WA,Female,Remanded,Non-ATSI,40
736,2008Q4,WA,Female,Remanded,Non-ATSI,48
737,2009Q1,WA,Female,Remanded,Non-ATSI,34
738,2009Q2,WA,Female,Remanded,Non-ATSI,36
739,2009Q3,WA,Female,Remanded,Non-ATSI,36
740,2009Q4,WA,Female,Remanded,Non-ATSI,27
741,2010Q1,WA,Female,Remanded,Non-ATSI,22
742,2010Q2,WA,Female,Remanded,Non-ATSI,27
743,2010Q3,WA,Female,Remanded,Non-ATSI,30
744,2010Q4,WA,Female,Remanded,Non-ATSI,31
745,2011Q1,WA,Female,Remanded,Non-ATSI,26
746,2011Q2,WA,Female,Remanded,Non-ATSI,26
747,2011Q3,WA,Female,Remanded,Non-ATSI,27
748,2011Q4,WA,Female,Remanded,Non-ATSI,35
749,2012Q1,WA,Female,Remanded,Non-ATSI,42
750,2012Q2,WA,Female,Remanded,Non-ATSI,40
751,2012Q3,WA,Female,Remanded,Non-ATSI,45
752,2012Q4,WA,Female,Remanded,Non-ATSI,44
753,2013Q1,WA,Female,Remanded,Non-ATSI,53
754,2013Q2,WA,Female,Remanded,Non-ATSI,48
755,2013Q3,WA,Female,Remanded,Non-ATSI,47
756,2013Q4,WA,Female,Remanded,Non-ATSI,39
757,2014Q1,WA,Female,Remanded,Non-ATSI,50
758,2014Q2,WA,Female,Remanded,Non-ATSI,53
759,2014Q3,WA,Female,Remanded,Non-ATSI,54
760,2014Q4,WA,Female,Remanded,Non-ATSI,61
761,2015Q1,WA,Female,Remanded,Non-ATSI,69
762,2015Q2,WA,Female,Remanded,Non-ATSI,69
763,2015Q3,WA,Female,Remanded,Non-ATSI,65
764,2015Q4,WA,Female,Remanded,Non-ATSI,82
765,2016Q1,WA,Female,Remanded,Non-ATSI,90
766,2016Q2,WA,Female,Remanded,Non-ATSI,104
767,2016Q3,WA,Female,Remanded,Non-ATSI,116
768,2016Q4,WA,Female,Remanded,Non-ATSI,100
769,2005Q1,ACT,Female,Sentenced,ATSI,0
770,2005Q2,ACT,Female,Sentenced,ATSI,0
771,2005Q3,ACT,Female,Sentenced,ATSI,0
772,2005Q4,ACT,Female,Sentenced,ATSI,0
773,2006Q1,ACT,Female,Sentenced,ATSI,0
774,2006Q2,ACT,Female,Sentenced,ATSI,0
775,2006Q3,ACT,Female,Sentenced,ATSI,0
776,2006Q4,ACT,Female,Sentenced,ATSI,1
777,2007Q1,ACT,Female,Sentenced,ATSI,0
778,2007Q2,ACT,Female,Sentenced,ATSI,0
779,2007Q3,ACT,Female,Sentenced,ATSI,0
780,2007Q4,ACT,Female,Sentenced,ATSI,0
781,2008Q1,ACT,Female,Sentenced,ATSI,1
782,2008Q2,ACT,Female,Sentenced,ATSI,1
783,2008Q3,ACT,Female,Sentenced,ATSI,0
784,2008Q4,ACT,Female,Sentenced,ATSI,1
785,2009Q1,ACT,Female,Sentenced,ATSI,1
786,2009Q2,ACT,Female,Sentenced,ATSI,2
787,2009Q3,ACT,Female,Sentenced,ATSI,2
788,2009Q4,ACT,Female,Sentenced,ATSI,0
789,2010Q1,ACT,Female,Sentenced,ATSI,0
790,2010Q2,ACT,Female,Sentenced,ATSI,1
791,2010Q3,ACT,Female,Sentenced,ATSI,1
792,2010Q4,ACT,Female,Sentenced,ATSI,0
793,2011Q1,ACT,Female,Sentenced,ATSI,1
794,2011Q2,ACT,Female,Sentenced,ATSI,2
795,2011Q3,ACT,Female,Sentenced,ATSI,2
796,2011Q4,ACT,Female,Sentenced,ATSI,0
797,2012Q1,ACT,Female,Sentenced,ATSI,0
798,2012Q2,ACT,Female,Sentenced,ATSI,2
799,2012Q3,ACT,Female,Sentenced,ATSI,2
800,2012Q4,ACT,Female,Sentenced,ATSI,2
801,2013Q1,ACT,Female,Sentenced,ATSI,0
802,2013Q2,ACT,Female,Sentenced,ATSI,1
803,2013Q3,ACT,Female,Sentenced,ATSI,2
804,2013Q4,ACT,Female,Sentenced,ATSI,0
805,2014Q1,ACT,Female,Sentenced,ATSI,0
806,2014Q2,ACT,Female,Sentenced,ATSI,3
807,2014Q3,ACT,Female,Sentenced,ATSI,3
808,2014Q4,ACT,Female,Sentenced,ATSI,3
809,2015Q1,ACT,Female,Sentenced,ATSI,1
810,2015Q2,ACT,Female,Sentenced,ATSI,1
811,2015Q3,ACT,Female,Sentenced,ATSI,2
812,2015Q4,ACT,Female,Sentenced,ATSI,2
813,2016Q1,ACT,Female,Sentenced,ATSI,5
814,2016Q2,ACT,Female,Sentenced,ATSI,5
815,2016Q3,ACT,Female,Sentenced,ATSI,5
816,2016Q4,ACT,Female,Sentenced,ATSI,5
817,2005Q1,ACT,Female,Sentenced,Non-ATSI,5
818,2005Q2,ACT,Female,Sentenced,Non-ATSI,6
819,2005Q3,ACT,Female,Sentenced,Non-ATSI,5
820,2005Q4,ACT,Female,Sentenced,Non-ATSI,8
821,2006Q1,ACT,Female,Sentenced,Non-ATSI,9
822,2006Q2,ACT,Female,Sentenced,Non-ATSI,9
823,2006Q3,ACT,Female,Sentenced,Non-ATSI,4
824,2006Q4,ACT,Female,Sentenced,Non-ATSI,5
825,2007Q1,ACT,Female,Sentenced,Non-ATSI,5
826,2007Q2,ACT,Female,Sentenced,Non-ATSI,4
827,2007Q3,ACT,Female,Sentenced,Non-ATSI,6
828,2007Q4,ACT,Female,Sentenced,Non-ATSI,7
829,2008Q1,ACT,Female,Sentenced,Non-ATSI,8
830,2008Q2,ACT,Female,Sentenced,Non-ATSI,7
831,2008Q3,ACT,Female,Sentenced,Non-ATSI,3
832,2008Q4,ACT,Female,Sentenced,Non-ATSI,4
833,2009Q1,ACT,Female,Sentenced,Non-ATSI,2
834,2009Q2,ACT,Female,Sentenced,Non-ATSI,9
835,2009Q3,ACT,Female,Sentenced,Non-ATSI,9
836,2009Q4,ACT,Female,Sentenced,Non-ATSI,6
837,2010Q1,ACT,Female,Sentenced,Non-ATSI,6
838,2010Q2,ACT,Female,Sentenced,Non-ATSI,7
839,2010Q3,ACT,Female,Sentenced,Non-ATSI,4
840,2010Q4,ACT,Female,Sentenced,Non-ATSI,5
841,2011Q1,ACT,Female,Sentenced,Non-ATSI,6
842,2011Q2,ACT,Female,Sentenced,Non-ATSI,7
843,2011Q3,ACT,Female,Sentenced,Non-ATSI,4
844,2011Q4,ACT,Female,Sentenced,Non-ATSI,3
845,2012Q1,ACT,Female,Sentenced,Non-ATSI,6
846,2012Q2,ACT,Female,Sentenced,Non-ATSI,6
847,2012Q3,ACT,Female,Sentenced,Non-ATSI,9
848,2012Q4,ACT,Female,Sentenced,Non-ATSI,9
849,2013Q1,ACT,Female,Sentenced,Non-ATSI,8
850,2013Q2,ACT,Female,Sentenced,Non-ATSI,6
851,2013Q3,ACT,Female,Sentenced,Non-ATSI,8
852,2013Q4,ACT,Female,Sentenced,Non-ATSI,11
853,2014Q1,ACT,Female,Sentenced,Non-ATSI,9
854,2014Q2,ACT,Female,Sentenced,Non-ATSI,12
855,2014Q3,ACT,Female,Sentenced,Non-ATSI,10
856,2014Q4,ACT,Female,Sentenced,Non-ATSI,8
857,2015Q1,ACT,Female,Sentenced,Non-ATSI,13
858,2015Q2,ACT,Female,Sentenced,Non-ATSI,11
859,2015Q3,ACT,Female,Sentenced,Non-ATSI,9
860,2015Q4,ACT,Female,Sentenced,Non-ATSI,6
861,2016Q1,ACT,Female,Sentenced,Non-ATSI,8
862,2016Q2,ACT,Female,Sentenced,Non-ATSI,11
863,2016Q3,ACT,Female,Sentenced,Non-ATSI,12
864,2016Q4,ACT,Female,Sentenced,Non-ATSI,9
865,2005Q1,NSW,Female,Sentenced,ATSI,145
866,2005Q2,NSW,Female,Sentenced,ATSI,135
867,2005Q3,NSW,Female,Sentenced,ATSI,123
868,2005Q4,NSW,Female,Sentenced,ATSI,129
869,2006Q1,NSW,Female,Sentenced,ATSI,120
870,2006Q2,NSW,Female,Sentenced,ATSI,137
871,2006Q3,NSW,Female,Sentenced,ATSI,153
872,2006Q4,NSW,Female,Sentenced,ATSI,139
873,2007Q1,NSW,Female,Sentenced,ATSI,134
874,2007Q2,NSW,Female,Sentenced,ATSI,150
875,2007Q3,NSW,Female,Sentenced,ATSI,155
876,2007Q4,NSW,Female,Sentenced,ATSI,149
877,2008Q1,NSW,Female,Sentenced,ATSI,146
878,2008Q2,NSW,Female,Sentenced,ATSI,162
879,2008Q3,NSW,Female,Sentenced,ATSI,165
880,2008Q4,NSW,Female,Sentenced,ATSI,150
881,2009Q1,NSW,Female,Sentenced,ATSI,156
882,2009Q2,NSW,Female,Sentenced,ATSI,181
883,2009Q3,NSW,Female,Sentenced,ATSI,171
884,2009Q4,NSW,Female,Sentenced,ATSI,174
885,2010Q1,NSW,Female,Sentenced,ATSI,163
886,2010Q2,NSW,Female,Sentenced,ATSI,166
887,2010Q3,NSW,Female,Sentenced,ATSI,155
888,2010Q4,NSW,Female,Sentenced,ATSI,146
889,2011Q1,NSW,Female,Sentenced,ATSI,134
890,2011Q2,NSW,Female,Sentenced,ATSI,131
891,2011Q3,NSW,Female,Sentenced,ATSI,132
892,2011Q4,NSW,Female,Sentenced,ATSI,126
893,2012Q1,NSW,Female,Sentenced,ATSI,132
894,2012Q2,NSW,Female,Sentenced,ATSI,122
895,2012Q3,NSW,Female,Sentenced,ATSI,120
896,2012Q4,NSW,Female,Sentenced,ATSI,125
897,2013Q1,NSW,Female,Sentenced,ATSI,116
898,2013Q2,NSW,Female,Sentenced,ATSI,126
899,2013Q3,NSW,Female,Sentenced,ATSI,129
900,2013Q4,NSW,Female,Sentenced,ATSI,134
901,2014Q1,NSW,Female,Sentenced,ATSI,155
902,2014Q2,NSW,Female,Sentenced,ATSI,164
903,2014Q3,NSW,Female,Sentenced,ATSI,172
904,2014Q4,NSW,Female,Sentenced,ATSI,167
905,2015Q1,NSW,Female,Sentenced,ATSI,160
906,2015Q2,NSW,Female,Sentenced,ATSI,181
907,2015Q3,NSW,Female,Sentenced,ATSI,188
908,2015Q4,NSW,Female,Sentenced,ATSI,195
909,2016Q1,NSW,Female,Sentenced,ATSI,177
910,2016Q2,NSW,Female,Sentenced,ATSI,177
911,2016Q3,NSW,Female,Sentenced,ATSI,196
912,2016Q4,NSW,Female,Sentenced,ATSI,217
913,2005Q1,NSW,Female,Sentenced,Non-ATSI,323
914,2005Q2,NSW,Female,Sentenced,Non-ATSI,326
915,2005Q3,NSW,Female,Sentenced,Non-ATSI,314
916,2005Q4,NSW,Female,Sentenced,Non-ATSI,328
917,2006Q1,NSW,Female,Sentenced,Non-ATSI,332
918,2006Q2,NSW,Female,Sentenced,Non-ATSI,326
919,2006Q3,NSW,Female,Sentenced,Non-ATSI,331
920,2006Q4,NSW,Female,Sentenced,Non-ATSI,337
921,2007Q1,NSW,Female,Sentenced,Non-ATSI,329
922,2007Q2,NSW,Female,Sentenced,Non-ATSI,338
923,2007Q3,NSW,Female,Sentenced,Non-ATSI,315
924,2007Q4,NSW,Female,Sentenced,Non-ATSI,318
925,2008Q1,NSW,Female,Sentenced,Non-ATSI,297
926,2008Q2,NSW,Female,Sentenced,Non-ATSI,323
927,2008Q3,NSW,Female,Sentenced,Non-ATSI,349
928,2008Q4,NSW,Female,Sentenced,Non-ATSI,374
929,2009Q1,NSW,Female,Sentenced,Non-ATSI,355
930,2009Q2,NSW,Female,Sentenced,Non-ATSI,350
931,2009Q3,NSW,Female,Sentenced,Non-ATSI,375
932,2009Q4,NSW,Female,Sentenced,Non-ATSI,388
933,2010Q1,NSW,Female,Sentenced,Non-ATSI,377
934,2010Q2,NSW,Female,Sentenced,Non-ATSI,392
935,2010Q3,NSW,Female,Sentenced,Non-ATSI,400
936,2010Q4,NSW,Female,Sentenced,Non-ATSI,399
937,2011Q1,NSW,Female,Sentenced,Non-ATSI,367
938,2011Q2,NSW,Female,Sentenced,Non-ATSI,357
939,2011Q3,NSW,Female,Sentenced,Non-ATSI,355
940,2011Q4,NSW,Female,Sentenced,Non-ATSI,329
941,2012Q1,NSW,Female,Sentenced,Non-ATSI,306
942,2012Q2,NSW,Female,Sentenced,Non-ATSI,314
943,2012Q3,NSW,Female,Sentenced,Non-ATSI,319
944,2012Q4,NSW,Female,Sentenced,Non-ATSI,314
945,2013Q1,NSW,Female,Sentenced,Non-ATSI,333
946,2013Q2,NSW,Female,Sentenced,Non-ATSI,341
947,2013Q3,NSW,Female,Sentenced,Non-ATSI,331
948,2013Q4,NSW,Female,Sentenced,Non-ATSI,326
949,2014Q1,NSW,Female,Sentenced,Non-ATSI,322
950,2014Q2,NSW,Female,Sentenced,Non-ATSI,334
951,2014Q3,NSW,Female,Sentenced,Non-ATSI,330
952,2014Q4,NSW,Female,Sentenced,Non-ATSI,330
953,2015Q1,NSW,Female,Sentenced,Non-ATSI,333
954,2015Q2,NSW,Female,Sentenced,Non-ATSI,362
955,2015Q3,NSW,Female,Sentenced,Non-ATSI,387
956,2015Q4,NSW,Female,Sentenced,Non-ATSI,375
957,2016Q1,NSW,Female,Sentenced,Non-ATSI,375
958,2016Q2,NSW,Female,Sentenced,Non-ATSI,349
959,2016Q3,NSW,Female,Sentenced,Non-ATSI,346
960,2016Q4,NSW,Female,Sentenced,Non-ATSI,370
961,2005Q1,NT,Female,Sentenced,ATSI,8
962,2005Q2,NT,Female,Sentenced,ATSI,15
963,2005Q3,NT,Female,Sentenced,ATSI,13
964,2005Q4,NT,Female,Sentenced,ATSI,12
965,2006Q1,NT,Female,Sentenced,ATSI,14
966,2006Q2,NT,Female,Sentenced,ATSI,14
967,2006Q3,NT,Female,Sentenced,ATSI,13
968,2006Q4,NT,Female,Sentenced,ATSI,12
969,2007Q1,NT,Female,Sentenced,ATSI,21
970,2007Q2,NT,Female,Sentenced,ATSI,21
971,2007Q3,NT,Female,Sentenced,ATSI,24
972,2007Q4,NT,Female,Sentenced,ATSI,26
973,2008Q1,NT,Female,Sentenced,ATSI,25
974,2008Q2,NT,Female,Sentenced,ATSI,24
975,2008Q3,NT,Female,Sentenced,ATSI,25
976,2008Q4,NT,Female,Sentenced,ATSI,27
977,2009Q1,NT,Female,Sentenced,ATSI,23
978,2009Q2,NT,Female,Sentenced,ATSI,28
979,2009Q3,NT,Female,Sentenced,ATSI,26
980,2009Q4,NT,Female,Sentenced,ATSI,27
981,2010Q1,NT,Female,Sentenced,ATSI,28
982,2010Q2,NT,Female,Sentenced,ATSI,31
983,2010Q3,NT,Female,Sentenced,ATSI,30
984,2010Q4,NT,Female,Sentenced,ATSI,32
